name,poi_id,cate,lat,lng,COMMUNITY,AREA_NUMBE
AT&T Franklin Central Office,1493,corporations,41.8828549,-87.6360636,LOOP,32.0
One South Dearborn,1496,corporations,41.8816406,-87.628677,LOOP,32.0
33 West Monroe,1497,corporations,41.8803682,-87.6287923,LOOP,32.0
,1499,corporations,41.8828516,-87.6364922,LOOP,32.0
,1500,corporations,41.8774191,-87.6255865,LOOP,32.0
Jewelers' Building,1502,corporations,41.886527,-87.6267662,LOOP,32.0
Northern Trust Bank,1503,corporations,41.8810185,-87.6326201,LOOP,32.0
55 West Wacker,1504,corporations,41.8865186,-87.629901,LOOP,32.0
Bell Savings Building,1505,corporations,41.880348,-87.6305234,LOOP,32.0
Northern Trust Bank,1508,corporations,41.8810124,-87.6330548,LOOP,32.0
55 West Monroe,1509,corporations,41.8803784,-87.6298287,LOOP,32.0
Borg-Warner Building,1511,corporations,41.8793276,-87.6249409,LOOP,32.0
Burnham Center,1513,corporations,41.8828595,-87.6313987,LOOP,32.0
Engineering Building,1514,corporations,41.8865055,-87.6342928,LOOP,32.0
LaSalle - Wacker Building,1517,corporations,41.8865226,-87.6320168,LOOP,32.0
McCormick Building,1519,corporations,41.8773453,-87.6248853,LOOP,32.0
Oliver Building,1520,corporations,41.8849435,-87.6291836,LOOP,32.0
Railway Exchange Building,1523,corporations,41.8786042,-87.6249241,LOOP,32.0
State-Madison Building,1524,corporations,41.8823399,-87.628671,LOOP,32.0
Traders Building,1527,corporations,41.8766495,-87.6314823,LOOP,32.0
Williams Building,1530,corporations,41.8803931,-87.6340971,LOOP,32.0
Willoughby Tower,1531,corporations,41.8819236,-87.6248431,LOOP,32.0
Chicago Club,1532,corporations,41.8767945,-87.6248694,LOOP,32.0
Delaware Building,1533,corporations,41.884689,-87.6291782,LOOP,32.0
AT&T Chicago Central Office,1534,corporations,41.8751947,-87.6303699,LOOP,32.0
Building At 300 North LaSalle,1543,corporations,41.8882332,-87.6331262,NEAR NORTH SIDE,8.0
Michigan Boulevard Building,1589,corporations,41.8829897,-87.624986,LOOP,32.0
20 North Michigan,1592,corporations,41.8826588,-87.6249844,LOOP,32.0
,1593,corporations,41.8813082,-87.6249384,LOOP,32.0
,1594,corporations,41.8811588,-87.6249403,LOOP,32.0
Michigan Plaza South,1599,corporations,41.8860329,-87.6235394,LOOP,32.0
Equitable Building,1602,corporations,41.8896129,-87.6229916,NEAR NORTH SIDE,8.0
Old Republic Building,1603,corporations,41.8870995,-87.6241612,LOOP,32.0
One Prudential Plaza,1604,corporations,41.8849383,-87.6231208,LOOP,32.0
Tribune Tower,1605,corporations,41.8903737,-87.6236727,NEAR NORTH SIDE,8.0
,1652,corporations,41.7099362,-87.5814428,SOUTH DEERING,51.0
,1654,corporations,41.7114727,-87.5828029,SOUTH DEERING,51.0
National Life Building,1820,corporations,41.881137,-87.6318084,LOOP,32.0
19 South LaSalle Street,1821,corporations,41.8814262,-87.6318082,LOOP,32.0
,2213,corporations,41.8596154,-87.6872442,NEAR WEST SIDE,28.0
,2226,corporations,41.8590433,-87.6866663,LOWER WEST SIDE,31.0
,2287,corporations,41.8835635,-87.6364087,LOOP,32.0
,2289,corporations,41.8841047,-87.6364655,LOOP,32.0
155 North Wacker,2290,corporations,41.8848193,-87.636259,LOOP,32.0
110 North Wacker,2293,corporations,41.883702,-87.6374362,LOOP,32.0
,2446,corporations,41.8766655,-87.6295248,LOOP,32.0
America-Fore Building,2530,corporations,41.8979205,-87.6265178,NEAR NORTH SIDE,8.0
Hyde Park Bank Building,2555,corporations,41.7993325,-87.5881946,HYDE PARK,41.0
American Medical Association,2596,corporations,41.8914295,-87.6272918,NEAR NORTH SIDE,8.0
Franklin Center South Tower,2639,corporations,41.8797401,-87.634772,LOOP,32.0
Chicago Child Care Society,2653,corporations,41.7958978,-87.5977072,HYDE PARK,41.0
Alpha Kappa Alpha National Office,2682,corporations,41.7918727,-87.5871455,HYDE PARK,41.0
Deco Arts Building,2686,corporations,41.7949107,-87.5880585,HYDE PARK,41.0
University of Chicago Steam Plant,2701,corporations,41.7845847,-87.590047,WOODLAWN,42.0
Steam Plant Auxiliary Building,2702,corporations,41.7843838,-87.5900689,WOODLAWN,42.0
AT&T Dorchester Central Office,2705,corporations,41.784485,-87.5919022,WOODLAWN,42.0
,2718,corporations,41.8874075,-87.6241662,LOOP,32.0
One Illinois Center,2719,corporations,41.8877098,-87.6236014,LOOP,32.0
333 North Michigan,2720,corporations,41.8878197,-87.6241633,LOOP,32.0
Chicago Title & Trust Building,2746,corporations,41.8848827,-87.6304661,LOOP,32.0
,2765,corporations,41.7993592,-87.5847887,HYDE PARK,41.0
Avondale Center,2770,corporations,41.8822979,-87.6311648,LOOP,32.0
Intercounty Title Building,2771,corporations,41.8823151,-87.6317157,LOOP,32.0
Inland Steel Building,2792,corporations,41.881062,-87.6290429,LOOP,32.0
Fine Arts Building Annex,2794,corporations,41.8766462,-87.6248664,LOOP,32.0
The Concourse at 203,2802,corporations,41.8860623,-87.6316916,LOOP,32.0
West Campus Combined Utility Plant,2851,corporations,41.792897,-87.6046561,HYDE PARK,41.0
University of Chicago Auto Service Facility,2853,corporations,41.7929341,-87.6056158,HYDE PARK,41.0
Chapin & Gore Building,2864,corporations,41.8793346,-87.625458,LOOP,32.0
122 South Michigan,2869,corporations,41.8799147,-87.6249487,LOOP,32.0
Lake View Buidling,2870,corporations,41.8802259,-87.6249564,LOOP,32.0
Wolberg Hall,2871,corporations,41.8803829,-87.6249582,LOOP,32.0
Monroe Building,2872,corporations,41.8806016,-87.6249617,LOOP,32.0
,2876,corporations,41.7851504,-87.605539,WOODLAWN,42.0
American National Bank,2884,corporations,41.8828528,-87.6319947,LOOP,32.0
Citadel Center,2885,corporations,41.8797943,-87.6285552,LOOP,32.0
33 North Dearborn Building,2886,corporations,41.8828607,-87.6291012,LOOP,32.0
Cigna,2899,corporations,41.8802368,-87.6403332,NEAR WEST SIDE,28.0
Building At 303 West Madison,2903,corporations,41.8815641,-87.6355968,LOOP,32.0
230 West Monroe,2904,corporations,41.8810028,-87.6348561,LOOP,32.0
191 North Wacker,2934,corporations,41.8853691,-87.6364407,LOOP,32.0
,2935,corporations,41.8829898,-87.6356393,LOOP,32.0
120 North LaSalle,2936,corporations,41.8837061,-87.6331237,LOOP,32.0
,2937,corporations,41.8803652,-87.6311346,LOOP,32.0
One South Wacker,2938,corporations,41.8815582,-87.6361467,LOOP,32.0
UBS Tower,2939,corporations,41.8823193,-87.6360813,LOOP,32.0
Harris Bank Building,2940,corporations,41.8803338,-87.6314638,LOOP,32.0
Michael A. Bilandic Building,2941,corporations,41.8848171,-87.6329186,LOOP,32.0
Washington Block,2942,corporations,41.882955,-87.6340834,LOOP,32.0
Spertus Institute of Jewish Studies,2952,corporations,41.8740083,-87.6248033,LOOP,32.0
55 East Jackson,2959,corporations,41.8779469,-87.6255735,LOOP,32.0
,2961,corporations,41.883454,-87.6330609,LOOP,32.0
,2964,corporations,41.8834523,-87.633204,LOOP,32.0
,2966,corporations,41.8828806,-87.6333345,LOOP,32.0
Lawyers Building,2967,corporations,41.883441,-87.632808,LOOP,32.0
,2972,corporations,41.8817366,-87.6315919,LOOP,32.0
,2973,corporations,41.8816816,-87.6312267,LOOP,32.0
Loop Center Building,2975,corporations,41.8817955,-87.6312294,LOOP,32.0
,2977,corporations,41.8834492,-87.6335171,LOOP,32.0
Fashion Trades Building,3016,corporations,41.8796866,-87.6360565,LOOP,32.0
,3021,corporations,41.8796984,-87.6356806,LOOP,32.0
,3027,corporations,41.8854174,-87.6267367,LOOP,32.0
,3028,corporations,41.8860717,-87.6255467,LOOP,32.0
AT&T Building,3029,corporations,41.8841053,-87.634793,LOOP,32.0
,3030,corporations,41.886502,-87.6346039,LOOP,32.0
,3031,corporations,41.8862827,-87.629043,LOOP,32.0
Garland Building,3035,corporations,41.8834748,-87.6257371,LOOP,32.0
Randolph-Wells Building,3040,corporations,41.8841106,-87.6341846,LOOP,32.0
Millinery Mart Building,3067,corporations,41.8865224,-87.6255462,LOOP,32.0
,3070,corporations,41.8853333,-87.6372543,LOOP,32.0
,3072,corporations,41.8824083,-87.6257188,LOOP,32.0
,3074,corporations,41.8850013,-87.6373038,LOOP,32.0
Wabash Jewelers Mall,3075,corporations,41.8826835,-87.6257213,LOOP,32.0
,3076,corporations,41.8847579,-87.6373423,LOOP,32.0
Mallers Building,3079,corporations,41.8818647,-87.6256835,LOOP,32.0
Jewelers Building,3080,corporations,41.8816347,-87.625692,LOOP,32.0
Sharp Building,3082,corporations,41.8810078,-87.6256732,LOOP,32.0
Goddard Building,3087,corporations,41.8806187,-87.6265084,LOOP,32.0
Benson & Rixon Building,3118,corporations,41.8786747,-87.6280474,LOOP,32.0
Consumers Building,3119,corporations,41.8790026,-87.6281578,LOOP,32.0
,3120,corporations,41.878622,-87.6283311,LOOP,32.0
Century Building,3124,corporations,41.8793019,-87.6280854,LOOP,32.0
,3128,corporations,41.8811402,-87.6281423,LOOP,32.0
Singer Building,3130,corporations,41.8801544,-87.6281184,LOOP,32.0
,3133,corporations,41.8812708,-87.6281455,LOOP,32.0
Chicago Building,3134,corporations,41.8818401,-87.6281597,LOOP,32.0
Amalgamated Bank,3135,corporations,41.8805285,-87.6281283,LOOP,32.0
,3137,corporations,41.8829251,-87.626669,LOOP,32.0
Stevens Building,3138,corporations,41.8826789,-87.6270352,LOOP,32.0
Building At 17 N State St,3139,corporations,41.8823907,-87.6273046,LOOP,32.0
,3140,corporations,41.8823834,-87.6266648,LOOP,32.0
,3143,corporations,41.8787242,-87.6266037,LOOP,32.0
,3145,corporations,41.8790352,-87.626613,LOOP,32.0
Wabash Food And Liquor,3146,corporations,41.8785136,-87.626507,LOOP,32.0
McClurg Building,3147,corporations,41.8788758,-87.6266076,LOOP,32.0
Steger Building,3148,corporations,41.8784044,-87.626503,LOOP,32.0
Gibbons Building,3149,corporations,41.8784332,-87.6268306,LOOP,32.0
Home Federal Building,3150,corporations,41.8792761,-87.627254,LOOP,32.0
,3151,corporations,41.8786176,-87.6266012,LOOP,32.0
,3152,corporations,41.8789453,-87.6272451,LOOP,32.0
Sullivan Center,3160,corporations,41.881514,-87.627311,LOOP,32.0
Heyworth Building,3168,corporations,41.8818627,-87.6266899,LOOP,32.0
,3261,corporations,41.8753738,-87.6289384,LOOP,32.0
,3268,corporations,41.8747053,-87.6289204,LOOP,32.0
Pontiac Building,3270,corporations,41.8747568,-87.629483,LOOP,32.0
,3303,corporations,41.8995011,-87.6223357,NEAR NORTH SIDE,8.0
,3321,corporations,41.8849907,-87.6356777,LOOP,32.0
120 Riverside Plaza,3322,corporations,41.8799647,-87.6390922,NEAR WEST SIDE,28.0
71 South Wacker,3326,corporations,41.881003,-87.636029,LOOP,32.0
Swigart Building,3334,corporations,41.8728586,-87.6333033,LOOP,32.0
Thermal Chicago District Cooling Plant #2,3336,corporations,41.8762575,-87.6357172,LOOP,32.0
,3341,corporations,41.8726287,-87.633298,LOOP,32.0
Artcraft Building,3345,corporations,41.8734191,-87.6309727,LOOP,32.0
Brock and Rankin Building,3346,corporations,41.8739228,-87.6313981,LOOP,32.0
,3347,corporations,41.8742679,-87.6314054,LOOP,32.0
,3355,corporations,41.8730867,-87.6313125,LOOP,32.0
,3357,corporations,41.8732565,-87.631384,LOOP,32.0
Chicago Board Options Exchange,3374,corporations,41.8764505,-87.6322079,LOOP,32.0
425 South Financial Place,3378,corporations,41.8759624,-87.632219,LOOP,32.0
Rice Building,3384,corporations,41.8763792,-87.6480261,NEAR WEST SIDE,28.0
Fifth Third Center,3396,corporations,41.8787397,-87.6389915,NEAR WEST SIDE,28.0
Harold Washington Social Security Center,3397,corporations,41.8824345,-87.6434074,NEAR WEST SIDE,28.0
Walsh Group Offices,3412,corporations,41.8775659,-87.6504,NEAR WEST SIDE,28.0
,3417,corporations,41.8796814,-87.6511258,NEAR WEST SIDE,28.0
,3418,corporations,41.8799164,-87.6511624,NEAR WEST SIDE,28.0
,3435,corporations,41.8752523,-87.6283806,LOOP,32.0
2 Riverside Plaza,3440,corporations,41.8825406,-87.6391865,NEAR WEST SIDE,28.0
River North Point,3442,corporations,41.8885111,-87.6377483,NEAR NORTH SIDE,8.0
Helene Curtis Building,3443,corporations,41.8881491,-87.6337046,NEAR NORTH SIDE,8.0
River Center,3447,corporations,41.8838281,-87.639369,NEAR WEST SIDE,28.0
AT&T Canal Central Office,3448,corporations,41.8814923,-87.6402012,NEAR WEST SIDE,28.0
,3449,corporations,41.8825704,-87.6416115,NEAR WEST SIDE,28.0
,3453,corporations,41.8762658,-87.643105,NEAR WEST SIDE,28.0
Illinois Department of Human Services,3463,corporations,41.8763329,-87.640682,NEAR WEST SIDE,28.0
Congress Center,3464,corporations,41.8763117,-87.6401784,NEAR WEST SIDE,28.0
,3473,corporations,41.8726212,-87.6271852,LOOP,32.0
U.S. Customs House,3516,corporations,41.873977,-87.6400143,NEAR WEST SIDE,28.0
,3571,corporations,41.7911496,-87.5942702,HYDE PARK,41.0
Johnson Publishing Company Building,3578,corporations,41.8711007,-87.6247079,LOOP,32.0
Loftrium,3582,corporations,41.8713365,-87.6254448,LOOP,32.0
,3605,corporations,41.8905443,-87.6232766,NEAR NORTH SIDE,8.0
,3669,corporations,41.869648,-87.6246063,LOOP,32.0
AT&T Wabash Central Office,3673,corporations,41.8750046,-87.6299496,LOOP,32.0
,3679,corporations,41.879536,-87.6422912,NEAR WEST SIDE,28.0
,3681,corporations,41.8799213,-87.6414593,NEAR WEST SIDE,28.0
,3688,corporations,41.8774042,-87.642115,NEAR WEST SIDE,28.0
,3689,corporations,41.8773342,-87.6420821,NEAR WEST SIDE,28.0
Burlington Building,3690,corporations,41.8777285,-87.6414829,NEAR WEST SIDE,28.0
,3691,corporations,41.8778114,-87.6422843,NEAR WEST SIDE,28.0
,3693,corporations,41.8769127,-87.6418439,NEAR WEST SIDE,28.0
,3694,corporations,41.8769663,-87.6419346,NEAR WEST SIDE,28.0
Edward Johnson & Associates P.C.,3695,corporations,41.8778154,-87.6419361,NEAR WEST SIDE,28.0
Union Tower,3696,corporations,41.8770463,-87.64148,NEAR WEST SIDE,28.0
Lake Meadows Professional Building,3698,corporations,41.8381815,-87.6145109,DOUGLAS,35.0
,3801,corporations,41.8701098,-87.6263817,LOOP,32.0
,3807,corporations,41.8682368,-87.62633,LOOP,32.0
Illinois Department of Human Services,3808,corporations,41.8687328,-87.62634,LOOP,32.0
,3810,corporations,41.87026,-87.6263863,LOOP,32.0
,3813,corporations,41.8683869,-87.6263331,LOOP,32.0
Eli's Cheesecake Factory,3825,corporations,41.958828,-87.7944973,DUNNING,17.0
USPS Vehicle Maintenance Facility,3878,corporations,41.872637,-87.6401404,NEAR WEST SIDE,28.0
,3882,corporations,41.8863785,-87.6402615,NEAR WEST SIDE,28.0
,3886,corporations,41.886213,-87.6401627,NEAR WEST SIDE,28.0
444 North Michigan,3929,corporations,41.8906884,-87.6247814,NEAR NORTH SIDE,8.0
Northern Trust Building,3994,corporations,41.8712036,-87.6386842,NEAR WEST SIDE,28.0
,3995,corporations,41.8709378,-87.6401273,NEAR WEST SIDE,28.0
,4081,corporations,41.8910528,-87.632266,NEAR NORTH SIDE,8.0
,4082,corporations,41.8906329,-87.6274567,NEAR NORTH SIDE,8.0
Concord Medical Center,4083,corporations,41.8914133,-87.6293539,NEAR NORTH SIDE,8.0
,4084,corporations,41.8910563,-87.6320062,NEAR NORTH SIDE,8.0
,4085,corporations,41.8906406,-87.6269923,NEAR NORTH SIDE,8.0
,4091,corporations,41.8910602,-87.6317138,NEAR NORTH SIDE,8.0
,4092,corporations,41.8913972,-87.630379,NEAR NORTH SIDE,8.0
,4093,corporations,41.8906172,-87.6284965,NEAR NORTH SIDE,8.0
,4095,corporations,41.8909921,-87.6314131,NEAR NORTH SIDE,8.0
AT&T,4096,corporations,41.8910872,-87.6291641,NEAR NORTH SIDE,8.0
Realtor Building,4104,corporations,41.8903596,-87.6247045,NEAR NORTH SIDE,8.0
,4105,corporations,41.8894947,-87.6282534,NEAR NORTH SIDE,8.0
353 North Clark,4108,corporations,41.8889368,-87.6301557,NEAR NORTH SIDE,8.0
500 North Michigan,4109,corporations,41.8911686,-87.6246994,NEAR NORTH SIDE,8.0
John R. Thompson Building,4112,corporations,41.8888338,-87.6313449,NEAR NORTH SIDE,8.0
,4116,corporations,41.888841,-87.6328614,NEAR NORTH SIDE,8.0
,4125,corporations,41.8901926,-87.6357884,NEAR NORTH SIDE,8.0
Cannonball,4140,corporations,41.8893653,-87.6371715,NEAR NORTH SIDE,8.0
The Lock Up,4141,corporations,41.8893586,-87.6376164,NEAR NORTH SIDE,8.0
,4145,corporations,41.8900555,-87.6210429,NEAR NORTH SIDE,8.0
,4158,corporations,41.8915169,-87.6229923,NEAR NORTH SIDE,8.0
,4165,corporations,41.8898459,-87.6274141,NEAR NORTH SIDE,8.0
,4166,corporations,41.8898503,-87.6270658,NEAR NORTH SIDE,8.0
Law Bulletin Building,4171,corporations,41.8898431,-87.6276859,NEAR NORTH SIDE,8.0
,4173,corporations,41.8913967,-87.6288369,NEAR NORTH SIDE,8.0
,4184,corporations,41.8898193,-87.6285694,NEAR NORTH SIDE,8.0
Court House Square,4204,corporations,41.8902346,-87.6301342,NEAR NORTH SIDE,8.0
,4205,corporations,41.8911342,-87.6314163,NEAR NORTH SIDE,8.0
,4206,corporations,41.890296,-87.6286232,NEAR NORTH SIDE,8.0
,4207,corporations,41.8905234,-87.6307601,NEAR NORTH SIDE,8.0
Golden Triangle,4210,corporations,41.890426,-87.6307584,NEAR NORTH SIDE,8.0
,4211,corporations,41.8902592,-87.6307537,NEAR NORTH SIDE,8.0
,4212,corporations,41.8902919,-87.6288427,NEAR NORTH SIDE,8.0
,4213,corporations,41.8903013,-87.6282861,NEAR NORTH SIDE,8.0
,4216,corporations,41.890624,-87.6307627,NEAR NORTH SIDE,8.0
,4217,corporations,41.8906978,-87.6307635,NEAR NORTH SIDE,8.0
HUB 116,4319,corporations,41.8902572,-87.6318933,NEAR NORTH SIDE,8.0
,4320,corporations,41.8901628,-87.6313632,NEAR NORTH SIDE,8.0
,4321,corporations,41.8905845,-87.631706,NEAR NORTH SIDE,8.0
,4324,corporations,41.8902552,-87.6321485,NEAR NORTH SIDE,8.0
,4325,corporations,41.8902275,-87.6313643,NEAR NORTH SIDE,8.0
,4326,corporations,41.8905535,-87.6322319,NEAR NORTH SIDE,8.0
,4327,corporations,41.8904723,-87.6322299,NEAR NORTH SIDE,8.0
,4328,corporations,41.8902605,-87.631582,NEAR NORTH SIDE,8.0
,4329,corporations,41.8903269,-87.6313658,NEAR NORTH SIDE,8.0
Pump Station 5,4331,corporations,41.8765054,-87.6442412,NEAR WEST SIDE,28.0
Union Station Power Plant,4403,corporations,41.8685204,-87.6354559,NEAR WEST SIDE,28.0
Joseph Cardinal Bernardin Archives & Records Center,4513,corporations,41.8802045,-87.6447458,NEAR WEST SIDE,28.0
,4518,corporations,41.8803483,-87.6443742,NEAR WEST SIDE,28.0
Lakeside Technology Center,4541,corporations,41.8536561,-87.6183466,NEAR SOUTH SIDE,33.0
,4574,corporations,41.9906879,-87.7024544,WEST RIDGE,2.0
,4576,corporations,41.9906901,-87.7020728,WEST RIDGE,2.0
Materials Technology Building,4622,corporations,41.8332293,-87.6292371,DOUGLAS,35.0
American Library Association Building,4666,corporations,41.8951183,-87.6261351,NEAR NORTH SIDE,8.0
ADA Building,4711,corporations,41.8964402,-87.6225472,NEAR NORTH SIDE,8.0
Celeste,4714,corporations,41.8897802,-87.6316262,NEAR NORTH SIDE,8.0
,4715,corporations,41.8894495,-87.6320503,NEAR NORTH SIDE,8.0
,4716,corporations,41.8897729,-87.6321288,NEAR NORTH SIDE,8.0
,4717,corporations,41.8897481,-87.6313714,NEAR NORTH SIDE,8.0
,4719,corporations,41.8897826,-87.6315535,NEAR NORTH SIDE,8.0
,4720,corporations,41.8893504,-87.6313601,NEAR NORTH SIDE,8.0
,4721,corporations,41.8898912,-87.6313775,NEAR NORTH SIDE,8.0
,4722,corporations,41.8894467,-87.6322669,NEAR NORTH SIDE,8.0
,4723,corporations,41.8898234,-87.6313748,NEAR NORTH SIDE,8.0
,4724,corporations,41.8894531,-87.6318345,NEAR NORTH SIDE,8.0
,4725,corporations,41.8896742,-87.6313687,NEAR NORTH SIDE,8.0
,4726,corporations,41.8894557,-87.6316581,NEAR NORTH SIDE,8.0
,4727,corporations,41.8894516,-87.6319412,NEAR NORTH SIDE,8.0
,4728,corporations,41.8894481,-87.6321972,NEAR NORTH SIDE,8.0
,4729,corporations,41.8894207,-87.6313617,NEAR NORTH SIDE,8.0
,4730,corporations,41.8894489,-87.6321233,NEAR NORTH SIDE,8.0
,4731,corporations,41.8895041,-87.631365,NEAR NORTH SIDE,8.0
,4732,corporations,41.8895711,-87.631368,NEAR NORTH SIDE,8.0
Archdiocese of Chicago,4752,corporations,41.8955487,-87.6231788,NEAR NORTH SIDE,8.0
,4760,corporations,41.8790775,-87.643103,NEAR WEST SIDE,28.0
,4761,corporations,41.8785247,-87.6429252,NEAR WEST SIDE,28.0
Igoe Building,4762,corporations,41.8771439,-87.6429009,NEAR WEST SIDE,28.0
,4765,corporations,41.8789832,-87.6428859,NEAR WEST SIDE,28.0
,4766,corporations,41.878856,-87.6429847,NEAR WEST SIDE,28.0
,4769,corporations,41.8786595,-87.6429285,NEAR WEST SIDE,28.0
,4771,corporations,41.8733523,-87.6412644,NEAR WEST SIDE,28.0
350 West Hubbard,4801,corporations,41.8902204,-87.6375697,NEAR NORTH SIDE,8.0
,4803,corporations,41.8905394,-87.6373017,NEAR NORTH SIDE,8.0
,4842,corporations,41.7993361,-87.5887536,HYDE PARK,41.0
,8726,corporations,41.7966247,-87.7463035,GARFIELD RIDGE,56.0
Hertz,11634,corporations,41.798941,-87.737319,ARCHER HEIGHTS,57.0
Southwest Cargo,12727,corporations,41.7786867,-87.7477455,CLEARING,64.0
Midway CTA Yard & Shops,13022,corporations,41.7906574,-87.7392421,GARFIELD RIDGE,56.0
AT&T Portsmouth Central Office,14906,corporations,41.7787823,-87.7344944,WEST LAWN,65.0
Ford City Office Center,21477,corporations,41.7545294,-87.7319073,WEST LAWN,65.0
,26376,corporations,41.8364977,-87.733657,SOUTH LAWNDALE,30.0
Able Electropolishing,28340,corporations,41.8539376,-87.7363017,NORTH LAWNDALE,29.0
Hawthorne Warehouse,28513,corporations,41.8501046,-87.7380023,NORTH LAWNDALE,29.0
,30781,corporations,41.8667536,-87.7441766,AUSTIN,25.0
,31955,corporations,41.8664675,-87.7433118,AUSTIN,25.0
,32165,corporations,41.8667875,-87.7480845,AUSTIN,25.0
Buddy Bear Car Wash,32417,corporations,41.8696664,-87.7452245,AUSTIN,25.0
American Envelope Co.,36766,corporations,41.892038,-87.7357803,HUMBOLDT PARK,23.0
The Terminal,37139,corporations,41.9058106,-87.7372608,HUMBOLDT PARK,23.0
Chicago Transit Authority Chicago Avenue Garage,39269,corporations,41.8926872,-87.7305929,HUMBOLDT PARK,23.0
,41379,corporations,41.9123329,-87.7392876,HUMBOLDT PARK,23.0
Kroh-Wagner,43663,corporations,41.9237514,-87.7263989,LOGAN SQUARE,22.0
Mauritzon,43767,corporations,41.9222056,-87.7258785,LOGAN SQUARE,22.0
,43780,corporations,41.9223517,-87.7262411,LOGAN SQUARE,22.0
,44256,corporations,41.9101363,-87.7402087,HUMBOLDT PARK,23.0
